tax_id,parent_id,rank,tax_name,root,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6
g__Sporomusa,f__Sporomusaceae,rank_5,g__Sporomusa,Root,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Sporomusaceae,g__Sporomusa,
s__acidovorans,g__Sporomusa,rank_6,s__acidovorans,Root,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Sporomusaceae,g__Sporomusa,s__acidovorans
g__Robbsia,f__Burkholderiaceae,rank_5,g__Robbsia,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Robbsia,
s__andropogonis,g__Robbsia,rank_6,s__andropogonis,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Robbsia,s__andropogonis
f__Leptolyngbyaceae,o__Synechococcales,rank_3,f__Leptolyngbyaceae,Root,k__Bacteria,p__Cyanobacteria,o__Synechococcales,f__Leptolyngbyaceae,,,
g__Halomicronema,f__Leptolyngbyaceae,rank_4,g__Halomicronema,Root,k__Bacteria,p__Cyanobacteria,o__Synechococcales,f__Leptolyngbyaceae,g__Halomicronema,,
s__hongdechloris,g__Halomicronema,rank_5,s__hongdechloris,Root,k__Bacteria,p__Cyanobacteria,o__Synechococcales,f__Leptolyngbyaceae,g__Halomicronema,s__hongdechloris,
s__chloritidismutans,g__Pseudomonas,rank_6,s__chloritidismutans,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__chloritidismutans
s__donghuensis,g__Pseudomonas,rank_6,s__donghuensis,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__donghuensis
s__atlanticus,g__Roseovarius,rank_6,s__atlanticus,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Roseovarius,s__atlanticus
s__crassostreae,g__Vibrio,rank_6,s__crassostreae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Vibrionales,f__Vibrionaceae,g__Vibrio,s__crassostreae
s__pyrrocinia,g__Burkholderia,rank_6,s__pyrrocinia,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia,s__pyrrocinia
c__Caldilineae,p__Chloroflexi,rank_2,c__Caldilineae,Root,k__Bacteria,p__Chloroflexi,c__Caldilineae,,,,
o__Caldilineales,c__Caldilineae,rank_3,o__Caldilineales,Root,k__Bacteria,p__Chloroflexi,c__Caldilineae,o__Caldilineales,,,
f__Caldilineaceae,o__Caldilineales,rank_4,f__Caldilineaceae,Root,k__Bacteria,p__Chloroflexi,c__Caldilineae,o__Caldilineales,f__Caldilineaceae,,
g__Caldilinea,f__Caldilineaceae,rank_5,g__Caldilinea,Root,k__Bacteria,p__Chloroflexi,c__Caldilineae,o__Caldilineales,f__Caldilineaceae,g__Caldilinea,
s__aerophila,g__Caldilinea,rank_6,s__aerophila,Root,k__Bacteria,p__Chloroflexi,c__Caldilineae,o__Caldilineales,f__Caldilineaceae,g__Caldilinea,s__aerophila
o__Catenulisporales,c__Actinobacteria,rank_3,o__Catenulisporales,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Catenulisporales,,,
f__Catenulisporaceae,o__Catenulisporales,rank_4,f__Catenulisporaceae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Catenulisporales,f__Catenulisporaceae,,
g__Catenulispora,f__Catenulisporaceae,rank_5,g__Catenulispora,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Catenulisporales,f__Catenulisporaceae,g__Catenulispora,
s__sp._13_1_20CM_3_70_7,g__Catenulispora,rank_6,s__sp._13_1_20CM_3_70_7,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Catenulisporales,f__Catenulisporaceae,g__Catenulispora,s__sp._13_1_20CM_3_70_7
s__sp._Soil762,g__Arthrobacter,rank_6,s__sp._Soil762,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Arthrobacter,s__sp._Soil762
g__Nesterenkonia,f__Micrococcaceae,rank_5,g__Nesterenkonia,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Nesterenkonia,
s__sp._PF2B19,g__Nesterenkonia,rank_6,s__sp._PF2B19,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Nesterenkonia,s__sp._PF2B19
f__Cordycipitaceae,o__Hypocreales,rank_4,f__Cordycipitaceae,Root,k__Eukaryota,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Cordycipitaceae,,
g__Cordyceps,f__Cordycipitaceae,rank_5,g__Cordyceps,Root,k__Eukaryota,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Cordycipitaceae,g__Cordyceps,
s__militaris,g__Cordyceps,rank_6,s__militaris,Root,k__Eukaryota,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Cordycipitaceae,g__Cordyceps,s__militaris
s__salivarius,g__Streptococcus,rank_6,s__salivarius,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__salivarius
g__Cryptococcus,f__Cryptococcaceae,rank_5,g__Cryptococcus,Root,k__Eukaryota,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Cryptococcaceae,g__Cryptococcus,
s__neoformans,g__Cryptococcus,rank_6,s__neoformans,Root,k__Eukaryota,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Cryptococcaceae,g__Cryptococcus,s__neoformans
s__canariasense,g__Mycolicibacterium,rank_6,s__canariasense,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycolicibacterium,s__canariasense
g__Marinobacter,f__Alteromonadaceae,rank_5,g__Marinobacter,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,g__Marinobacter,
s__salinus,g__Marinobacter,rank_6,s__salinus,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,g__Marinobacter,s__salinus
s__bacterium_69-11,o__Rhodospirillales,rank_4,s__bacterium_69-11,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,s__bacterium_69-11,,
g__Defluviimonas,f__Rhodobacteraceae,rank_5,g__Defluviimonas,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Defluviimonas,
s__alba,g__Defluviimonas,rank_6,s__alba,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Defluviimonas,s__alba
s__corrugata,g__Pseudomonas,rank_6,s__corrugata,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__corrugata
s__fusiformis,g__Lysinibacillus,rank_6,s__fusiformis,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Lysinibacillus,s__fusiformis
s__sp._DC3,g__Enterobacter,rank_6,s__sp._DC3,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Enterobacter,s__sp._DC3
o__Bifidobacteriales,c__Actinobacteria,rank_3,o__Bifidobacteriales,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,,,
f__Bifidobacteriaceae,o__Bifidobacteriales,rank_4,f__Bifidobacteriaceae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,,
g__Bifidobacterium,f__Bifidobacteriaceae,rank_5,g__Bifidobacterium,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,
s__longum,g__Bifidobacterium,rank_6,s__longum,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__longum
g__Nocardia,f__Nocardiaceae,rank_5,g__Nocardia,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Nocardiaceae,g__Nocardia,
s__seriolae,g__Nocardia,rank_6,s__seriolae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Nocardiaceae,g__Nocardia,s__seriolae
s__platani,g__Methylobacterium,rank_6,s__platani,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylobacteriaceae,g__Methylobacterium,s__platani
s__Paraburkholderia_calva,g__Paraburkholderia,rank_6,s__Paraburkholderia_calva,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Paraburkholderia,s__Paraburkholderia_calva
s__aestuarii,g__Rhodobacter,rank_6,s__aestuarii,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Rhodobacter,s__aestuarii
s__grimmiae,g__Caballeronia,rank_6,s__grimmiae,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Caballeronia,s__grimmiae
s__sp._EPa45,g__Mycobacterium,rank_6,s__sp._EPa45,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__sp._EPa45
s__bacterium_3_1_57FAA_CT1,f__Lachnospiraceae,rank_5,s__bacterium_3_1_57FAA_CT1,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,s__bacterium_3_1_57FAA_CT1,
s__aquaticum,g__Methylobacterium,rank_6,s__aquaticum,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylobacteriaceae,g__Methylobacterium,s__aquaticum
s__sp._Root133,g__Massilia,rank_6,s__sp._Root133,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,s__sp._Root133
g__Prochlorothrix,f__Pseudanabaenaceae,rank_4,g__Prochlorothrix,Root,k__Bacteria,p__Cyanobacteria,o__Synechococcales,f__Pseudanabaenaceae,g__Prochlorothrix,,
s__hollandica,g__Prochlorothrix,rank_5,s__hollandica,Root,k__Bacteria,p__Cyanobacteria,o__Synechococcales,f__Pseudanabaenaceae,g__Prochlorothrix,s__hollandica,
s__bacterium_BRH_c0,c__Gammaproteobacteria,rank_3,s__bacterium_BRH_c0,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,s__bacterium_BRH_c0,,,
p__Candidatus_Tectomicrobia,k__Bacteria,rank_1,p__Candidatus_Tectomicrobia,Root,k__Bacteria,p__Candidatus_Tectomicrobia,,,,,
g__Candidatus_Entotheonella,p__Candidatus_Tectomicrobia,rank_2,g__Candidatus_Entotheonella,Root,k__Bacteria,p__Candidatus_Tectomicrobia,g__Candidatus_Entotheonella,,,,
s__Entotheonella_factor,g__Candidatus_Entotheonella,rank_3,s__Entotheonella_factor,Root,k__Bacteria,p__Candidatus_Tectomicrobia,g__Candidatus_Entotheonella,s__Entotheonella_factor,,,
g__Klenkia,f__Geodermatophilaceae,rank_5,g__Klenkia,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Geodermatophilales,f__Geodermatophilaceae,g__Klenkia,
s__solie1,g__Klenkia,rank_6,s__solie1,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Geodermatophilales,f__Geodermatophilaceae,g__Klenkia,s__solie1
g__Aliivibrio,f__Vibrionaceae,rank_5,g__Aliivibrio,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Vibrionales,f__Vibrionaceae,g__Aliivibrio,
s__sp._1S128,g__Aliivibrio,rank_6,s__sp._1S128,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Vibrionales,f__Vibrionaceae,g__Aliivibrio,s__sp._1S128
s__amylolentus,g__Cryptococcus,rank_6,s__amylolentus,Root,k__Eukaryota,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Cryptococcaceae,g__Cryptococcus,s__amylolentus
s__johrii,g__Rhodobacter,rank_6,s__johrii,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Rhodobacter,s__johrii
s__sp._Leaf361,g__Methylobacterium,rank_6,s__sp._Leaf361,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylobacteriaceae,g__Methylobacterium,s__sp._Leaf361
s__virginiae,g__Streptomyces,rank_6,s__virginiae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__virginiae
c__Dothideomycetes,p__Ascomycota,rank_2,c__Dothideomycetes,Root,k__Eukaryota,p__Ascomycota,c__Dothideomycetes,,,,
o__Capnodiales,c__Dothideomycetes,rank_3,o__Capnodiales,Root,k__Eukaryota,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,,,
f__Mycosphaerellaceae,o__Capnodiales,rank_4,f__Mycosphaerellaceae,Root,k__Eukaryota,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Mycosphaerellaceae,,
g__Mycosphaerella,f__Mycosphaerellaceae,rank_5,g__Mycosphaerella,Root,k__Eukaryota,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Mycosphaerellaceae,g__Mycosphaerella,
s__eumusae,g__Mycosphaerella,rank_6,s__eumusae,Root,k__Eukaryota,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Mycosphaerellaceae,g__Mycosphaerella,s__eumusae
s__thailandensis,g__Burkholderia,rank_6,s__thailandensis,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia,s__thailandensis
s__lipophiloflavum,g__Corynebacterium,rank_6,s__lipophiloflavum,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__lipophiloflavum
s__sp._oral_taxon_849,g__Actinomyces,rank_6,s__sp._oral_taxon_849,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__sp._oral_taxon_849
s__glucuronolyticum,g__Corynebacterium,rank_6,s__glucuronolyticum,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__glucuronolyticum
g__Pelomonas,f__Comamonadaceae,rank_5,g__Pelomonas,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Pelomonas,
s__sp._Root1217,g__Pelomonas,rank_6,s__sp._Root1217,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Pelomonas,s__sp._Root1217
s__sp._J2-6,g__Vibrio,rank_6,s__sp._J2-6,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Vibrionales,f__Vibrionaceae,g__Vibrio,s__sp._J2-6
s__sp._P11G3,g__Psychrobacter,rank_6,s__sp._P11G3,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,s__sp._P11G3
s__Rhodobacter_lobularis,g__Rhodobacter,rank_6,s__Rhodobacter_lobularis,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Rhodobacter,s__Rhodobacter_lobularis
g__Nitratireductor,f__Phyllobacteriaceae,rank_5,g__Nitratireductor,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Phyllobacteriaceae,g__Nitratireductor,
s__basaltis,g__Nitratireductor,rank_6,s__basaltis,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Phyllobacteriaceae,g__Nitratireductor,s__basaltis
g__Thalassolituus,f__Oceanospirillaceae,rank_5,g__Thalassolituus,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Oceanospirillaceae,g__Thalassolituus,
s__sp._HI0120,g__Thalassolituus,rank_6,s__sp._HI0120,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Oceanospirillaceae,g__Thalassolituus,s__sp._HI0120
s__smithii,g__Bacillus,rank_6,s__smithii,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__smithii
s__chromatireducens,g__Halomonas,rank_6,s__chromatireducens,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Halomonadaceae,g__Halomonas,s__chromatireducens
s__sp._Hiyo6,g__Arthrobacter,rank_6,s__sp._Hiyo6,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Arthrobacter,s__sp._Hiyo6
s__calcoaceticus,g__Acinetobacter,rank_6,s__calcoaceticus,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__calcoaceticus
s__sp._CB02488,g__Streptomyces,rank_6,s__sp._CB02488,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__sp._CB02488
s__sp._ACS1612,g__Mycobacterium,rank_6,s__sp._ACS1612,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__sp._ACS1612
s__angelicum,g__Mycobacterium,rank_6,s__angelicum,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__angelicum
s__inhibens,g__Phaeobacter,rank_6,s__inhibens,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Phaeobacter,s__inhibens
s__ailurogastricus,g__Helicobacter,rank_6,s__ailurogastricus,Root,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter,s__ailurogastricus
s__amylolyticus,g__Paenibacillus,rank_6,s__amylolyticus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,s__amylolyticus
s__ulcerans,g__Corynebacterium,rank_6,s__ulcerans,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__ulcerans
s__sp._5,g__Pseudomonas,rank_6,s__sp._5,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__sp._5
s__fujikuroi,g__Fusarium,rank_6,s__fujikuroi,Root,k__Eukaryota,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__fujikuroi
s__aerogenes,g__Klebsiella,rank_6,s__aerogenes,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__aerogenes
s__kanasensis,g__Streptomyces,rank_6,s__kanasensis,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__kanasensis
g__Jannaschia,f__Rhodobacteraceae,rank_5,g__Jannaschia,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Jannaschia,
s__helgolandensis,g__Jannaschia,rank_6,s__helgolandensis,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Jannaschia,s__helgolandensis
s__benhamiae,g__Trichophyton,rank_6,s__benhamiae,Root,k__Eukaryota,p__Ascomycota,c__Eurotiomycetes,o__Onygenales,f__Arthrodermataceae,g__Trichophyton,s__benhamiae
f__Chelatococcaceae,o__Rhizobiales,rank_4,f__Chelatococcaceae,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Chelatococcaceae,,
g__Chelatococcus,f__Chelatococcaceae,rank_5,g__Chelatococcus,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Chelatococcaceae,g__Chelatococcus,
s__daeguensis,g__Chelatococcus,rank_6,s__daeguensis,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Chelatococcaceae,g__Chelatococcus,s__daeguensis
s__sp._LTSPM299,g__Bradyrhizobium,rank_6,s__sp._LTSPM299,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__sp._LTSPM299
s__halotolerans,g__Bacillus,rank_6,s__halotolerans,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__halotolerans
g__Marinovum,f__Rhodobacteraceae,rank_5,g__Marinovum,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Marinovum,
s__algicola,g__Marinovum,rank_6,s__algicola,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Marinovum,s__algicola
g__Lachnoanaerobaculum,f__Lachnospiraceae,rank_5,g__Lachnoanaerobaculum,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoanaerobaculum,
s__saburreum,g__Lachnoanaerobaculum,rank_6,s__saburreum,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoanaerobaculum,s__saburreum
g__Sphingobium,f__Sphingomonadaceae,rank_5,g__Sphingobium,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingobium,
s__japonicume1,g__Sphingobium,rank_6,s__japonicume1,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingobium,s__japonicume1
s__sp._CC77,g__Streptomyces,rank_6,s__sp._CC77,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__sp._CC77
g__Pseudogulbenkiania,f__Chromobacteriaceae,rank_5,g__Pseudogulbenkiania,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Chromobacteriaceae,g__Pseudogulbenkiania,
s__sp._NH8B,g__Pseudogulbenkiania,rank_6,s__sp._NH8B,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Chromobacteriaceae,g__Pseudogulbenkiania,s__sp._NH8B
s__sp._PalvLS-984,g__Streptomyces,rank_6,s__sp._PalvLS-984,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__sp._PalvLS-984
f__Sterolibacteriaceae,o__Nitrosomonadales,rank_4,f__Sterolibacteriaceae,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Nitrosomonadales,f__Sterolibacteriaceae,,
g__Methyloversatilis,f__Sterolibacteriaceae,rank_5,g__Methyloversatilis,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Nitrosomonadales,f__Sterolibacteriaceae,g__Methyloversatilis,
s__universalis,g__Methyloversatilis,rank_6,s__universalis,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Nitrosomonadales,f__Sterolibacteriaceae,g__Methyloversatilis,s__universalis
s__xylanica,g__Amycolatopsis,rank_6,s__xylanica,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Amycolatopsis,s__xylanica
s__odoratimimus,g__Myroides,rank_6,s__odoratimimus,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Myroides,s__odoratimimus
f__Polyangiaceae,o__Myxococcales,rank_4,f__Polyangiaceae,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Polyangiaceae,,
g__Sorangium,f__Polyangiaceae,rank_5,g__Sorangium,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Polyangiaceae,g__Sorangium,
s__cellulosum,g__Sorangium,rank_6,s__cellulosum,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Polyangiaceae,g__Sorangium,s__cellulosum
s__westfalica,g__Gordonia,rank_6,s__westfalica,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Gordoniaceae,g__Gordonia,s__westfalica
s__pectinilyticus,g__Paenibacillus,rank_6,s__pectinilyticus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,s__pectinilyticus
s__sp._NFACC25,g__Pseudomonas,rank_6,s__sp._NFACC25,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__sp._NFACC25
s__sp._852002-10379_SCH5584320,g__Mycobacterium,rank_6,s__sp._852002-10379_SCH5584320,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__sp._852002-10379_SCH5584320
s__sp._NFIX28,g__Pseudomonas,rank_6,s__sp._NFIX28,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__sp._NFIX28
g__Loktanella,f__Rhodobacteraceae,rank_5,g__Loktanella,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Loktanella,
